"id","composition","proportion","name","location","mass","year"
"2535","MDMA "," 1","Molly Flip","South Jordan, UT","334",2012
"2535","2C-B "," trace","Molly Flip","South Jordan, UT","334",2012
"2536","MDMA "," 1","White Dot","San Francisco, CA","313",2012
"2538","MDMA "," 1","Powpow 11963","Oakland, CA","242",2012
"2538","Methylsulfonylmethane "," 1 trace","Powpow 11963","Oakland, CA","242",2012
"2534","Methylone "," 1","Scene Destroyer Bunk","Las Vegas, NV","5",2012
"2533","TFMPP "," 4","Yellow Dolphin","Detroit, MI","287",2012
"2533","Caffeine "," 3","Yellow Dolphin","Detroit, MI","287",2012
"2533","BZP "," 1","Yellow Dolphin","Detroit, MI","287",2012
"2532","Methamphetamine "," 6","Green Lady","Los Angeles, CA","279",2012
"2532","TFMPP "," 5","Green Lady","Los Angeles, CA","279",2012
"2532","Caffeine "," 2","Green Lady","Los Angeles, CA","279",2012
"2532","BZP "," 1","Green Lady","Los Angeles, CA","279",2012
"2531","Caffeine "," 1","Yellow Tablet","Los Angeles, CA","367",2012
"2530","Methamphetamine "," 1.5","Yellow Tablet","Los Angeles, CA","251",2012
"2530","MDMA "," 1","Yellow Tablet","Los Angeles, CA","251",2012
"2529","Amitriptyline "," 1","TMP","NA","167",2012
"2528","Caffeine "," 89.8 mg","Euro","Zurich, 
Switzerland","333.7",2012
"2527","Caffeine "," 124 mg","Lacoste","Zurich, 
Switzerland","254.5",2012
"2526","MDMA "," 62 mg","Mercedes","Zurich, 
Switzerland","289.2",2012
"2526","Caffeine "," 1.2 mg","Mercedes","Zurich, 
Switzerland","289.2",2012
"2525","MDMA "," 133.9 mg","Louis Vuitton","Zurich, 
Switzerland","318.1",2012
"2524","MDMA "," 133.2 mg","MTV","Zurich, 
Switzerland","252.8",2012
"2522","MDMA "," 134.6 mg","LOVE","Zurich, 
Switzerland","276.8",2012
"2520","MDMA "," 1","Emily 49","Vancouver, BC, 
Canada","385",2012
"2519","MDMA "," 1","White Powder","Elk Grove, CA","57",2012
"2519","Methylsulfonylmethane "," 1","White Powder","Elk Grove, CA","57",2012
"2518","Caffeine "," 1","Purple Seashell","Des Moines, IA","306",2012
"2518","MDPV "," 1","Purple Seashell","Des Moines, IA","306",2012
"2518","Unidentified "," 1","Purple Seashell","Des Moines, IA","306",2012
"2518","Benocyclidine "," trace","Purple Seashell","Des Moines, IA","306",2012
"2517","Palmitic Acid "," 1","Sass","Des Moines, IA","437",2012
"2517","Stearic Acid "," 1","Sass","Des Moines, IA","437",2012
"2515","MDMA "," 1","Santa Special","Santa Rosa, CA","60",2012
"2514","TFMPP "," 5","Blue Dolphin","Detroit, MI","243",2012
"2514","Caffeine "," 2","Blue Dolphin","Detroit, MI","243",2012
"2514","BZP "," 1","Blue Dolphin","Detroit, MI","243",2012
"2513","MDMA "," 1","CA Capsule","Martinez, CA","166",2012
"2512","MDMA "," 9","Clear Capsule","Miami, FL","306",2012
"2512","Methylsulfonylmethane "," 1","Clear Capsule","Miami, FL","306",2012
"2511","MDMA "," 93.4 mg","No. 1","Bern, 
Switzerland","310.98",2012
"2511","PMMA "," 14.6 mg","No. 1","Bern, 
Switzerland","310.98",2012
"2508","MDMA "," 122.6 mg","YL","Zurich, 
Switzerland","285.6",2012
"2507","MDMA "," 130.7 mg","Cross","Zurich, 
Switzerland","350.2",2012
"2505","Caffeine "," 138.1 mg","Cross","Zurich, 
Switzerland","294.12",2012
"2505","MDE "," 122.5 mg","Cross","Zurich, 
Switzerland","294.12",2012
"2504","Caffeine "," 101.5 mg","Cross","Zurich, 
Switzerland","310.2",2012
"2504","MDE "," 49.9 mg","Cross","Zurich, 
Switzerland","310.2",2012
"2504","MDMA "," 36.9 mg","Cross","Zurich, 
Switzerland","310.2",2012
"2510","MDMA "," 137 mg","Unknown","Zurich, 
Switzerland","288.2",2012
"2503","Caffeine "," 5","Green Tablet","Chicago, IL","302",2012
"2503","MDPV "," 3","Green Tablet","Chicago, IL","302",2012
"2503","TFMPP "," 1","Green Tablet","Chicago, IL","302",2012
"2501","Methylone "," 1","Molly","Washington, DC","170",2012
"2500","TFMPP "," 5","Sugar Molly","Edmonton, AL, 
Canada","295",2012
"2500","BZP "," 4","Sugar Molly","Edmonton, AL, 
Canada","295",2012
"2500","Ketamine "," 2","Sugar Molly","Edmonton, AL, 
Canada","295",2012
"2500","Unidentified "," 2","Sugar Molly","Edmonton, AL, 
Canada","295",2012
"2500","Unidentified "," 1","Sugar Molly","Edmonton, AL, 
Canada","295",2012
"2499","PMMA "," 7","Mollylicious","San Jose, CA","185",2012
"2499","MDMA "," 6","Mollylicious","San Jose, CA","185",2012
"2499","Methamphetamine "," 5","Mollylicious","San Jose, CA","185",2012
"2499","Caffeine "," 2","Mollylicious","San Jose, CA","185",2012
"2499","Methylsulfonylmethane "," 1","Mollylicious","San Jose, CA","185",2012
"2499","Safrole "," 1","Mollylicious","San Jose, CA","185",2012
"2498","Unidentified "," 3","Unknown","Overland Park, KS","1",2012
"2498","Caffeine "," 1","Unknown","Overland Park, KS","1",2012
"2498","Unidentified "," trace","Unknown","Overland Park, KS","1",2012
"2497","MDMA "," 1","Clear  Capsule","Mountain View, CA","224",2012
"2496","Methylone "," 2","Powdered Crystal","Boston, MA","243",2012
"2496","Caffeine "," 1","Powdered Crystal","Boston, MA","243",2012
"2494","Methylone "," 1","Molly","Miami, FL","99",2012
"2493","Benzocaine "," 1","Mork","Manchester, England, 
United Kingdom","352",2012
"2493","Unidentified "," 1","Mork","Manchester, England, 
United Kingdom","352",2012
"2492","MDMA "," 18","Poremoly","San Francisco, CA","170",2012
"2492","Caffeine "," 1","Poremoly","San Francisco, CA","170",2012
"2491","MDMA "," 1","Harry the Horse","San Francisco, CA","113",2012
"2490","MDMA "," 6","Orange G Lady","Long Island, NY","291",2012
"2490","Caffeine "," 1","Orange G Lady","Long Island, NY","291",2012
"2489","MDMA "," 1","Dark Brown Powder","Vancouver, BC, 
Canada","1925",2012
"2488","MDMA "," 9","Light Brown Powder","Vancouver, BC, 
Canada","688",2012
"2488","Methamphetamine "," 9","Light Brown Powder","Vancouver, BC, 
Canada","688",2012
"2488","Methylsulfonylmethane "," 1","Light Brown Powder","Vancouver, BC, 
Canada","688",2012
"2485","bk-MBDB "," 2","Oranges","Miami, FL","388",2012
"2485","MDPV "," 2","Oranges","Miami, FL","388",2012
"2485","Methylone "," 2","Oranges","Miami, FL","388",2012
"2485","5-MeO-DALT "," 1","Oranges","Miami, FL","388",2012
"2484","None Detected "," ---","White Tablet","Frederick, MD","401",2012
"2483","Methylone "," 1","Molly","Boston, MA","513",2012
"2482","MDMA "," 9","White Powder","Las Vegas, NV","173",2012
"2482","Methylsulfonylmethane "," 1","White Powder","Las Vegas, NV","173",2012
"2481","Caffeine "," 2","Purple Lips","Bridgeport, CT","268",2012
"2481","MDPV "," 2","Purple Lips","Bridgeport, CT","268",2012
"2481","5-MeO-DiPT "," 1","Purple Lips","Bridgeport, CT","268",2012
"2480","MDMA "," 1","White Powder","Upperlake, CA","193",2012
"2477","MDMA "," 4","White Puma","San Francisco, CA","256",2012
"2477","Methamphetamine "," 1","White Puma","San Francisco, CA","256",2012
"2476","MDMA "," 2","Puma","Provo, UT","242",2012
"2476","Methamphetamine "," 1","Puma","Provo, UT","242",2012
"2475","Methamphetamine "," 4","Purple Batman","Los Angeles, CA","298",2012
"2475","TFMPP "," 3","Purple Batman","Los Angeles, CA","298",2012
"2475","Caffeine "," 2","Purple Batman","Los Angeles, CA","298",2012
"2475","BZP "," 1","Purple Batman","Los Angeles, CA","298",2012
"2473","MDMA "," 1","Pure X","Kahului, HI","188",2012
"2472","MDMA "," 1","Green Tablet","Aylesbury, England, 
United Kingdom","271",2012
"2470","MDMA "," 1","Powder","Hanford, CA","204",2012
"2469","Methylone "," 1","Molly","Vienna, VA","197",2012
"2468","MDMA "," 9","White Capsule","Calgary, AB, 
Canada","489",2012
"2468","Methylsulfonylmethane "," 1","White Capsule","Calgary, AB, 
Canada","489",2012
"2467","Caffeine "," 1","Blue Crown","Honolulu, HI","276",2012
"2467","MDMA "," 1","Blue Crown","Honolulu, HI","276",2012
"2467","Methamphetamine "," 1","Blue Crown","Honolulu, HI","276",2012
"2466","MDPV "," 1.7","Yellow Transformer","Miami, FL","280",2012
"2466","Unidentified "," 1.7","Yellow Transformer","Miami, FL","280",2012
"2466","Caffeine "," 1","Yellow Transformer","Miami, FL","280",2012
"2465","MDMA "," 1","Blue Sapphire","Toronto, ON, 
Canada","174",2012
"2464","Unidentified "," 1.3","Molly","Fort Myers, FL","161",2012
"2464","bk-MBDB "," 1","Molly","Fort Myers, FL","161",2012
"2463","Dibenzylpiperazine "," 8","Light Purple Tablet","Baton Rouge, LA","417",2012
"2463","TFMPP "," 5","Light Purple Tablet","Baton Rouge, LA","417",2012
"2463","Caffeine "," 1","Light Purple Tablet","Baton Rouge, LA","417",2012
"2463","Unidentified "," 1","Light Purple Tablet","Baton Rouge, LA","417",2012
"2463","Unidentified "," 0.5","Light Purple Tablet","Baton Rouge, LA","417",2012
"2462","Dibenzylpiperazine "," 9","Red Tablet","Baton Rouge, LA","459",2012
"2462","TFMPP "," 6","Red Tablet","Baton Rouge, LA","459",2012
"2462","Unidentified "," 2","Red Tablet","Baton Rouge, LA","459",2012
"2462","Caffeine "," 1","Red Tablet","Baton Rouge, LA","459",2012
"2462","Unidentified "," 1","Red Tablet","Baton Rouge, LA","459",2012
"2461","Dibenzylpiperazine "," 9","light green tablet","Baton Rouge, LA","413",2012
"2461","TFMPP "," 9","light green tablet","Baton Rouge, LA","413",2012
"2461","Unidentified "," 3","light green tablet","Baton Rouge, LA","413",2012
"2461","Caffeine "," 2","light green tablet","Baton Rouge, LA","413",2012
"2461","Unidentified "," 1","light green tablet","Baton Rouge, LA","413",2012
"2460","Dibenzylpiperazine "," 6","White Tablet","Baton Rouge, LA","453",2012
"2460","TFMPP "," 5","White Tablet","Baton Rouge, LA","453",2012
"2460","Caffeine "," 2","White Tablet","Baton Rouge, LA","453",2012
"2460","Unidentified "," 1","White Tablet","Baton Rouge, LA","453",2012
"2460","Unidentified "," 0.5","White Tablet","Baton Rouge, LA","453",2012
"2459","Caffeine "," 1","Purple Tablet","Charlotte, NC","294",2012
"2458","MDMA "," 1","White Mitsubishi","Orange, CA","241",2012
"2457","TFMPP "," 2","Hippo, Pig","Honolulu, HI","291",2012
"2457","Dibenzylpiperazine "," 1","Hippo, Pig","Honolulu, HI","291",2012
"2457","BZP "," trace","Hippo, Pig","Honolulu, HI","291",2012
"2457","Caffeine "," trace","Hippo, Pig","Honolulu, HI","291",2012
"2455","MDMA "," 3","No Name","Harrisburg, PA","197",2012
"2455","Procaine "," 1","No Name","Harrisburg, PA","197",2012
"2453","bk-MBDB "," 1","Methylone","Fort Lauderdale, FL","347",2012
"2453","Methylone "," 1","Methylone","Fort Lauderdale, FL","347",2012
"2452","BZP "," 1","Yellow Crown","Detroit, MI","291",2012
"2452","Caffeine "," 1","Yellow Crown","Detroit, MI","291",2012
"2451","Caffeine "," 3","Green Monkey","Miami, FL","314",2012
"2451","Lidocaine "," 3","Green Monkey","Miami, FL","314",2012
"2451","Procaine "," 2","Green Monkey","Miami, FL","314",2012
"2451","5-MeO-DiPT "," 1","Green Monkey","Miami, FL","314",2012
"2450","Caffeine "," 3","Orange Monkey","Miami, FL","320",2012
"2450","Lidocaine "," 3","Orange Monkey","Miami, FL","320",2012
"2450","Procaine "," 2","Orange Monkey","Miami, FL","320",2012
"2450","5-MeO-DiPT "," 1","Orange Monkey","Miami, FL","320",2012
"2449","Caffeine "," 3","Red Monkey ","Miami, FL","330",2012
"2449","Lidocaine "," 3","Red Monkey ","Miami, FL","330",2012
"2449","Procaine "," 2","Red Monkey ","Miami, FL","330",2012
"2449","5-MeO-DiPT "," 1","Red Monkey ","Miami, FL","330",2012
"2447","Caffeine "," 1","Savannah Molly","Phoenix, AZ","594",2012
"2444","Caffeine "," 1","Yellow Dragonfly","San Francisco, CA","276",2012
"2444","Methamphetamine "," 1","Yellow Dragonfly","San Francisco, CA","276",2012
"2443","Dibenzylpiperazine "," 1","Unknown","Baton Rouge, LA","335",2012
"2443","TFMPP "," 1","Unknown","Baton Rouge, LA","335",2012
"2441","Lidocaine "," 1","White Tablet","London, England, 
United Kingdom","555",2012
"2439","Guaifenesin "," 1","Lavendar Tablet","Sparta, WI","531",2012
"2437","MDMA "," 1","Super Star Molly","Calgary, AB, 
Canada","471",2012
"2436","MDMA "," 1","Molly","Columbia, MO","40.5",2012
"2435","MDMA "," 1","Powder","Bend, OR","165",2012
"2434","bk-MBDB "," 1","Molly","Miami, FL","347",2012
"2431","Unidentified "," 2","Energizer Bunny","Madison, WI","300",2012
"2431","5-MeO-DiPT "," 1","Energizer Bunny","Madison, WI","300",2012
"2431","Caffeine "," 1","Energizer Bunny","Madison, WI","300",2012
"2431","MDPV "," 0.25","Energizer Bunny","Madison, WI","300",2012
"2430","Caffeine "," 2","Shell","Madison, WI","284",2012
"2430","MDPV "," 1","Shell","Madison, WI","284",2012
"2430","Unidentified "," 1","Shell","Madison, WI","284",2012
"2429","MDA "," 2.5","Molly","Seattle, WA","165",2012
"2429","Caffeine "," 1","Molly","Seattle, WA","165",2012
"2427","Caffeine "," 1","Mint Lady","Santa Rosa, CA","296",2012
"2427","Cocaine "," 1","Mint Lady","Santa Rosa, CA","296",2012
"2426","Caffeine "," 4","Yellow Superman","Santa Rosa, CA","298",2012
"2426","Methamphetamine "," 1","Yellow Superman","Santa Rosa, CA","298",2012
"2424","Unidentified "," 6","Stardust","Atlanta, GA","356",2012
"2424","MDMA "," 2","Stardust","Atlanta, GA","356",2012
"2424","Methylone "," 1","Stardust","Atlanta, GA","356",2012
"2423","MDMA "," 9","Sweet Brown Molly","Toronto, ON, 
Canada","459",2012
"2423","Caffeine "," 1","Sweet Brown Molly","Toronto, ON, 
Canada","459",2012
"2422","3-fluoroamphetamine "," 1","Molly TTT","Columbia, MO","332",2012
"2410","MDMA "," 1","Yellow Dolphin","Las Vegas, NV","306",2012
"2421","MDMA "," 1","Molly","San Diego, CA","219",2012
"2420","MDMA "," 1","Mitsubishi","
South Africa","278",2012
"2418","MDMA "," 1","Molly","Oceanside, NY","189",2012
"2417","MDA "," 1","Lightning Bolt","Los Angeles, CA","254",2012
"2416","MDA "," 1","Tan Dragonfly","Austin, TX","194",2012
"2415","5-MeO-DiPT "," 1","Green Sour Apple","Silersprings, MD","305",2012
"2415","Caffeine "," 1","Green Sour Apple","Silersprings, MD","305",2012
"2414","TFMPP "," 3","Pink Stripper","Montreal, Quebec, 
Canada","412",2012
"2414","BZP "," 1","Pink Stripper","Montreal, Quebec, 
Canada","412",2012
"2413","2C-B "," 1","G","Montreal, Quebec, 
Canada","238",2012
"2412","Diphenhydramine "," 9","XO","Montreal, Quebec, 
Canada","488",2012
"2412","Caffeine "," 1","XO","Montreal, Quebec, 
Canada","488",2012
"2411","PMMA "," 2","White Powder","Calgary, AB, 
Canada","85",2012
"2411","Methamphetamine "," 1","White Powder","Calgary, AB, 
Canada","85",2012
"2409","Lidocaine "," 2","Mellow Yellow","Toronto, ON, 
Canada","227",2012
"2409","5-MeO-DiPT "," 1.5","Mellow Yellow","Toronto, ON, 
Canada","227",2012
"2409","Unidentified "," 1","Mellow Yellow","Toronto, ON, 
Canada","227",2012
"2408","4-Fluoromethcathinone "," 1","Clear Capsule","Baton Rouge, LA","285",2012
"2407","MDMA "," 1","No Name","Vancouver, BC, 
Canada","184",2012
"2406","TFMPP "," 4.5","Purple Nike","Victoria, BC, 
Canada","313",2012
"2406","BZP "," 1","Purple Nike","Victoria, BC, 
Canada","313",2012
"2406","Caffeine "," trace","Purple Nike","Victoria, BC, 
Canada","313",2012
"2405","MDMA "," 1","Turqoise Bowling","Chicago, IL","196",2012
"2404","MDMA "," 9","Yellow Disable","Adelaide, South Australia, 
Australia","295",2012
"2404","TFMPP "," 1","Yellow Disable","Adelaide, South Australia, 
Australia","295",2012
"2404","Caffeine "," 0.5","Yellow Disable","Adelaide, South Australia, 
Australia","295",2012
"2403","MDMA "," 1","White Apple","Melbourne, Victoria, 
Australia","225",2012
"2402","DXM "," 9","Superman","Melbourne, Victoria, 
Australia","283",2012
"2402","Caffeine "," 1","Superman","Melbourne, Victoria, 
Australia","283",2012
"2401","MDMA "," 1","Clear Capsule","Mastic, NY","184",2012
"2397","Methylone "," 64.4 mg","Hello Kitty","Zurich, 
Switzerland","262.5",2012
"2400","MDMA "," 126.1 mg","Heart","Zurich, 
Switzerland","295.9",2012
"2398","MDMA "," 129.7 mg","D&G","Zurich, 
Switzerland","207.1",2012
"2390","Cocaine "," 9","Capsule","Charlotte, NC","311",2012
"2390","Levamisole "," 2.5","Capsule","Charlotte, NC","311",2012
"2390","Caffeine "," 1","Capsule","Charlotte, NC","311",2012
"2389","TFMPP "," 3","Paul Frank","Tampa, FL","228",2012
"2389","Lidocaine "," 1.5","Paul Frank","Tampa, FL","228",2012
"2389","Caffeine "," 1","Paul Frank","Tampa, FL","228",2012
"2388","Methylone "," 1","Clear Capsule","Chicago, IL","229",2012
"2387","Methylone "," 1","Clear Capsule","Chicago, IL","239",2012
"2385","Caffeine "," 1","Yellow Tablet","Baton Rouge, LA","317",2012
"2384","TFMPP "," 4.5","Pink Tablet","Baton Rouge, LA","404",2012
"2384","Dibenzylpiperazine "," 1","Pink Tablet","Baton Rouge, LA","404",2012
"2383","TFMPP "," 3","Blue Tablet","Baton Rouge, LA","457",2012
"2383","Dibenzylpiperazine "," 1","Blue Tablet","Baton Rouge, LA","457",2012
"2383","Caffeine "," 0.1","Blue Tablet","Baton Rouge, LA","457",2012
"2382","MDMA "," 1","Snow White Molly","Los Angeles, CA","184",2012
"2381","MDMA "," 1","Clear Capsule","Marina Del Rey, CA","342",2012
"2380","MDMA "," 9","Green Gecko","Phoenix, AZ","245",2012
"2380","Methamphetamine "," 1","Green Gecko","Phoenix, AZ","245",2012
"3022","Caffeine "," 60.6 mg","Green Rolex","
Switzerland","273.4",2013
"3022","MDMA "," 55.2 mg","Green Rolex","
Switzerland","273.4",2013
"3021","MDMA "," 1","Brown Crystals","Brisbane, Queensland, 
Australia","200",2013
"3020","TFMPP "," 2","White Powder","San Francisco, CA","300",2013
"3020","Dibenzylpiperazine "," 1.5","White Powder","San Francisco, CA","300",2013
"3020","Methamphetamine "," 1.5","White Powder","San Francisco, CA","300",2013
"3020","Pentedrone "," 1.5","White Powder","San Francisco, CA","300",2013
"3020","Caffeine "," trace","White Powder","San Francisco, CA","300",2013
"3019","Caffeine "," 1","Gucci","San Francisco, CA","381",2013
"3019","Methamphetamine "," trace","Gucci","San Francisco, CA","381",2013
"3018","Caffeine "," 1","White Puma","San Francisco, CA","370",2013
"3017","TFMPP "," 3.5","Airplane","San Francisco, CA","330",2013
"3017","Dibenzylpiperazine "," 1","Airplane","San Francisco, CA","330",2013
"3017","Lidocaine "," 1","Airplane","San Francisco, CA","330",2013
"3017","Caffeine "," 0.1","Airplane","San Francisco, CA","330",2013
"3016","Caffeine "," 1","Gucci","San Francisco, CA","404",2013
"3015","Caffeine "," 1","Super Mario","San Francisco, CA","370",2013
"3013","MDMA "," 1","Molly Powder","San Francisco, CA","600",2013
"3013","Methylsulfonylmethane "," trace","Molly Powder","San Francisco, CA","600",2013
"3012","MDMA "," 1","Capsule","Portland, OR","146",2013
"3011","MDMA "," 1","Moll / Molly","San Francisco, CA","288",2013
"3010","MDMA "," 1","Blue Circles","Melrose Park, IL","174",2013
"3009","MDA "," 1","Blue Armani","Albuquerque, NM","297",2013
"3008","TFMPP "," 1","Yellow Leux","San Diego, CA","336",2013
"3007","MDMA "," 1","Powder","Toronto, Quebec, 
Canada","200",2013
"3006","MDMA "," 1","Capsule","MB, 
Canada","326",2013
"3005","Methylphenidate "," 4","Molly Capsule","Baltimore, MD","485",2013
"3005","AMT "," 2","Molly Capsule","Baltimore, MD","485",2013
"3005","Methiopropamine "," 2","Molly Capsule","Baltimore, MD","485",2013
"3005","Caffeine "," 1","Molly Capsule","Baltimore, MD","485",2013
"3005","Phenethylamine "," 1","Molly Capsule","Baltimore, MD","485",2013
"3004","MDMA "," 5","Blue Apple","Los Angeles, CA","320",2013
"3004","MDA "," 1","Blue Apple","Los Angeles, CA","320",2013
"3003","Benocyclidine "," 1","Rubber Ducky","Washington, DC","231",2013
"3003","Caffeine "," 1","Rubber Ducky","Washington, DC","231",2013
"3003","MDPV "," 1","Rubber Ducky","Washington, DC","231",2013
"3002","5-MeO-MIPT "," 3","Brown Mushroom","Portland, OR","168",2013
"3002","4-HO-MIPT "," 1","Brown Mushroom","Portland, OR","168",2013
"3000","MDA "," 1","Brown Sugar Capsule","Calgary, AB, 
Canada","113",2013
"3000","MDMA "," trace","Brown Sugar Capsule","Calgary, AB, 
Canada","113",2013
"2999","MDMA "," 1","Molly Crystals","Culver City, CA","403",2013
"2998","MDMA "," 1","Lions","London, 
United Kingdom","324",2013
"2997","MDMA "," 4","Beat","New York, NY","309",2013
"2997","Caffeine "," 1","Beat","New York, NY","309",2013
"2996","MDMA "," 1","Doraemon","New York, NY","232",2013
"2995","MDMA "," 1","Pink Moon","Los Angeles, CA","270",2013
"2994","Methylone "," 1","Molly","Austin, TX","349",2013
"2990","MDMA "," 9","Orange Beat","Los Angeles, CA","313",2013
"2990","Caffeine "," 1","Orange Beat","Los Angeles, CA","313",2013
"2989","MDMA "," 1","Brown Sugar Molly","Edison, NJ","125",2013
"2988","MDMA "," 1","Blue Tablet Smurf","New York, NY","236",2013
"2987","MDMA "," 1","Capsule White Powder","New York, NY","121",2013
"2986","5-MeO-DiPT "," 1","Blue Dolphin","Columbia, MD","298",2013
"2986","Caffeine "," 1","Blue Dolphin","Columbia, MD","298",2013
"2985","MDMA "," 14","Powder","Cerritos, CA","400",2013
"2985","Methylsulfonylmethane "," 1","Powder","Cerritos, CA","400",2013
"2983","MDMA "," 1","Red Bowling Ball","Chicago, IL","171",2013
"2982","MDMA "," 3","Orange Beat","Los Angeles, CA","291",2013
"2982","Caffeine "," 1","Orange Beat","Los Angeles, CA","291",2013
"2981","MDMA "," 1","Apple","Los Angeles, CA","288",2013
"2980","Amphetamines "," 1","FS-S1","
Canada","400",2013
"2980","Caffeine "," 1","FS-S1","
Canada","400",2013
"2979","MDMA "," 6","FS-MD2","
Canada","200",2013
"2979","Methylenedioxydimethylamphetamine "," 1","FS-MD2","
Canada","200",2013
"2978","MDMA "," 1","FS-MD1","
Canada","200",2013
"2976","MDMA "," 1","White Alien","Los Angeles, CA","321",2013
"2975","MDMA "," 4","Brown Betty Molly","Arcadia, CA","240",2013
"2975","MDMA Methylene homolog "," 3","Brown Betty Molly","Arcadia, CA","240",2013
"2975","Procaine "," 1","Brown Betty Molly","Arcadia, CA","240",2013
"2975","Methylsulfonylmethane "," trace","Brown Betty Molly","Arcadia, CA","240",2013
"2974","MDMA "," 1","Green Ghost","Philadelphia, PA","241",2013
"2973","MDMA "," 155 mg","Blue Ferrari","Basel, 
Switzerland","244.6",2013
"2972","MDMA "," 149.8 mg","Two Hands","Zurich, 
Switzerland","235.4",2013
"2970","MDMA "," 1","Unknown Capsule","New York, NY","124",2013
"2969","Caffeine "," 1","Purple Monkey","San Francisco, CA","288",2013
"2969","Methamphetamine "," trace","Purple Monkey","San Francisco, CA","288",2013
"2968","Methylone "," 1","Molly","New York, NY","300",2013
"2965","TFMPP "," 7","Playboy Bunny","Fresno, CA","262",2013
"2965","Caffeine "," 1","Playboy Bunny","Fresno, CA","262",2013
"2965","Lidocaine "," 1","Playboy Bunny","Fresno, CA","262",2013
"2965","Methamphetamine "," trace","Playboy Bunny","Fresno, CA","262",2013
"2964","MDMA "," 1","Unknown Capsule","San Francisco, CA","100",2013
"2962","None Detected "," 1","Yellow Tablet","Palm Desert, CA","99",2013
"2959","MDMA "," 2","Unknown Capsule","San Diego, CA","148",2013
"2959","Caffeine "," 1","Unknown Capsule","San Diego, CA","148",2013
"2959","Methylsulfonylmethane "," trace","Unknown Capsule","San Diego, CA","148",2013
"2958","Palmitic Acid "," 1","Field","Howell, MI","821",2013
"2958","Stearic Acid "," 1","Field","Howell, MI","821",2013
"2957","mCPP "," 1.5","Shamrock","Atlanta, GA","333",2013
"2957","Caffeine "," 1","Shamrock","Atlanta, GA","333",2013
"2956","mCPP "," 1.5","Airplane (Yellow)","Atlanta, GA","283",2013
"2956","Caffeine "," 1","Airplane (Yellow)","Atlanta, GA","283",2013
"2955","MDMA "," 1","Unknown Capsule","San Francisco, CA","245",2013
"2954","MDMA "," 1","Molly Sauoy","Austin, TX","200",2013
"2953","5-MeO-DiPT "," 1","Mitsubishi Capsule","San Francisco, CA","202",2013
"2953","BZP "," 1","Mitsubishi Capsule","San Francisco, CA","202",2013
"2953","Lidocaine "," 1","Mitsubishi Capsule","San Francisco, CA","202",2013
"2953","MDMA Methylene homolog "," 1","Mitsubishi Capsule","San Francisco, CA","202",2013
"2953","Procaine "," 1","Mitsubishi Capsule","San Francisco, CA","202",2013
"2952","MDMA "," 1","White / Yellow Capsule","Vancouver, BC, 
Canada","144",2013
"2951","Methylone "," 1","Molly Capsule","Las Vegas, NV","293",2013
"2950","Methylone "," 1","Molly Capsule","Las Vegas, NV","262",2013
"2948","TFMPP "," 13","Green Apple","Honolulu, HI","377",2013
"2948","Lidocaine "," 6","Green Apple","Honolulu, HI","377",2013
"2948","Caffeine "," 3","Green Apple","Honolulu, HI","377",2013
"2948","1-(2-fluorophenyl)piperazine "," 1","Green Apple","Honolulu, HI","377",2013
"2948","Dibenzylpiperazine "," 1","Green Apple","Honolulu, HI","377",2013
"2947","MDMA "," 1","Blue Ghost","Dublin, 
Ireland","252",2013
"2946","Phentermine "," 5","Pink Tablet","Columbus, OH","278",2013
"2946","Caffeine "," 1","Pink Tablet","Columbus, OH","278",2013
"2946","Methamphetamine "," 1","Pink Tablet","Columbus, OH","278",2013
"2944","Hydrocodone "," 6","Capsule","Tulsa, OK","618",2013
"2944","Amphetamines "," 1","Capsule","Tulsa, OK","618",2013
"2943","Oxandrolone "," 1","Pink Pie","Seminole, FL","127",2013
"2942","Palmitic Acid "," 4","Unknown Capsule","Mason, IA","585",2013
"2942","Stearic Acid "," 3","Unknown Capsule","Mason, IA","585",2013
"2942","Linoleic acid "," 1","Unknown Capsule","Mason, IA","585",2013
"2942","Oleic acid "," 1","Unknown Capsule","Mason, IA","585",2013
"2941","MDMA "," 1","Fido","Los Angeles, CA","256",2013
"2941","Methamphetamine "," trace","Fido","Los Angeles, CA","256",2013
"2855","Methylone "," ---","Light Purple Pill","
Spain","210",2013
"2855","Synthesis Byproducts "," ---","Light Purple Pill","
Spain","210",2013
"2856","Caffeine "," ---","Dark Purple Pill","
Spain","292",2013
"2856","mCPP "," ---","Dark Purple Pill","
Spain","292",2013
"2857","Caffeine "," ---","Mercedes","
Spain","308",2013
"2857","MDMA "," ---","Mercedes","
Spain","308",2013
"2858","MDMA "," 63 mg","Apple","
Spain","275",2013
"2859","MDMA "," 145 mg","Blue Pill","
Spain","257",2013
"2860","MDMA "," 86 mg","Grenade","
Spain","298",2013
"2861","MDMA "," 99 mg","Diamond","
Spain","230",2013
"2862","4-MEC "," ---","Light Purple Pill","
Spain","282",2013
"2862","Caffeine "," ---","Light Purple Pill","
Spain","282",2013
"2862","MDMA "," ---","Light Purple Pill","
Spain","282",2013
"2862","Methylone "," ---","Light Purple Pill","
Spain","282",2013
"2863","MDMA "," 115 mg","Ghost","
Spain","245",2013
"2864","Acetaminophen "," ---","Smile","
Spain","243",2013
"2864","Caffeine "," ---","Smile","
Spain","243",2013
"2864","MDMA "," ---","Smile","
Spain","243",2013
